Vstr1(V),Istr1(A),Vstr2(V),Istr2(A),Vstr3(V),Istr3(A),Vstr4(V),Istr4(A),Vstr5(V),Istr5(A),Vstr6(V),Istr6(A),Vstr7(V),Istr7(A),Vstr8(V),Istr8(A),Vstr9(V),Istr9(A),Vstr10(V),Istr10(A),Vstr11(V),Istr11(A),Vstr12(V),Istr12(A),Vstr13(V),Istr13(A),Vstr14(V),Istr14(A),Vstr15(V),Istr15(A),Vstr16(V),Istr16(A),Vstr17(V),Istr17(A),Vstr18(V),Istr18(A),Vstr19(V),Istr19(A),Vstr20(V),Istr20(A),Vstr21(V),Istr21(A),Vstr22(V),Istr22(A),Vstr23(V),Istr23(A),Vstr24(V),Istr24(A),Vstr25(V),Istr25(A),Vstr26(V),Istr26(A),Vstr27(V),Istr27(A),Vstr28(V),Istr28(A),Vstr29(V),Istr29(A),Vstr30(V),Istr30(A),Vstr31(V),Istr31(A),Vstr32(V),Istr32(A)
0.1475575543982141,8.66535639909281,0.2416376180333873,8.655759670909287,0.06874023838560787,7.968410339239571,0.0,8.711402209631455,0.04996509964335721,7.954208810434201,0.0,8.537821341548714,0.08626284216871745,8.551233596577857,0.07244499429995163,7.848188792737702,0.1430976331141544,8.074982982754861,0.0,8.990149577101333,0.0,7.860227124275922,0.0,8.349919152591449,0.17773270463116977,8.134906628309556,0.0,7.988884744602185,0.0,8.361921465255605,0.041746523401952805,8.451518169060389,0.0,8.742885979058993,0.0,9.154537579867569,0.0,8.045508493368486,0.053158976317420586,8.161728125899105,0.042949393698503945,8.848227712583816,0.09721049465147599,9.080993812138223,0.04980842471676709,8.64987326271591,0.0,8.020457731330165,0.001045848644431438,8.905370610289879,0.0,8.234156716434047,0.23916353386007724,8.409417300521635,0.0,7.999746482199462,0.0,8.573519377029633,0.0,8.540431038384751,0.015932602563072502,9.001630333393042,0.1336511580339229,8.960906489352261
0.4114413180977522,8.761137373993376,0.17279706037150988,8.700822159874715,0.3791375778328008,7.922854040198733,0.36306965043087447,8.810824693268234,0.12545704509999875,8.048956424866521,0.1754881220368505,8.47397306395411,0.3433591767749455,8.64476883689166,0.22328212753540866,8.01926536324365,0.33950747689042093,8.0990410504253,0.11377764855353151,9.025939911426766,0.06291961678303348,7.898066739442027,0.2961514000641734,8.24700521922188,0.2713812199987366,8.24055411470589,0.15576592198090677,8.204400215631697,0.33692356222466524,8.46096533004579,0.3054215976807887,8.396157677117928,0.38041862339950755,8.736248449945014,0.27574898925411534,9.081460859083327,0.08066327628399073,8.111851189084893,0.20585336655354705,8.125668651190086,0.15224701256204445,8.86145183114658,0.4219872429073077,9.08414555675895,0.19916220878647828,8.611605704211529,0.27226798912303374,8.039810535551823,0.2788955297118511,8.973110487380723,0.2175980583595723,8.232027168039803,0.35457046358379873,8.315769203892842,0.3282131375278029,7.9217939428011475,0.31408544389523063,8.629132188350388,0.31820243552873995,8.63633505838718,0.39724291037599563,9.147794620761339,0.5683184561273469,8.909601972264234
0.633506629167506,8.665677653966371,0.4998276521763889,8.628473861234523,0.39227448026152867,7.998084906642403,0.6803779265896585,8.873604979284146,0.6181744684774978,8.024832464254104,0.7172088638311445,8.55054624708402,0.7350568484804565,8.621724816840642,0.5312200739308086,7.9481645831929235,0.5544470796581544,8.127815041055024,0.6456488247300497,8.985886459469606,0.7419181976581309,7.892812134330714,0.5764425854240867,8.368898324709068,0.4658576945249735,8.063720394106234,0.49171390211957655,8.18158678074788,0.5904199876628199,8.493470212567983,0.5550429420695836,8.345897665648119,0.5003066299241689,8.751850681443695,0.8072963089276763,9.192086028854689,0.4506374649594327,8.071181478956298,0.4231867905238897,8.153402494337199,0.4492498716854583,8.940795792848924,0.8447947296037108,9.064212488482303,0.444989527480765,8.766406403088373,0.3472958031153076,8.07134466882606,0.3839926716410351,9.084168826181704,0.4278997458265076,8.30130830778526,0.45428766581837554,8.315524887821564,0.4213185406919133,7.914062609315426,0.5989749889234902,8.731564814361185,0.5646397776213972,8.624138697879179,0.6067670175375758,9.011575946599164,0.7042914774229314,8.970729446087987
0.8547922073198815,8.759853968847285,0.690688364357241,8.63863033096656,0.80024862793963,7.964124739127757,0.872492496595958,8.873982174812118,0.6334518919689123,7.959740134385777,1.0087115582859811,8.489421739695763,0.7822414445194787,8.686302415849864,0.7269521616724185,7.963928937609813,0.9027571582202341,8.106691822856186,0.6759648512651446,9.02032271526524,0.7281600222002177,7.81324331238513,0.7908576367878364,8.377236428921536,0.7706620765393342,8.111556096853032,0.6671530347883051,8.181674765668049,0.9050462360771239,8.507288954409237,0.7942592255922746,8.449062403291832,0.7659693138218849,8.721474298273703,0.8490391646035235,9.028640835807431,0.759202938562974,8.00656952541474,0.6873404831379063,8.167485940273435,0.8446027042489149,8.774075582716511,0.8246976107720985,9.162009530494712,0.7709842444129265,8.631915825162098,0.739606296864483,8.092699739695519,0.8680599656288053,9.038797123293843,0.8550697074736273,8.280869105744348,0.9363243051758918,8.433732760753093,0.6014494611070824,7.9941674576170625,0.8838985997257326,8.653556266278896,0.7273900718803903,8.678591568435895,0.8904337896552974,9.003187557043129,0.9033188365854767,8.91304124755751
1.1280389277673515,8.760908555645969,1.0617443454410667,8.732029814321962,1.0666972304406268,7.936652225071023,1.1308281579831072,8.793968836916335,1.1589487944719874,7.930298705627197,0.8333150856270244,8.504563666330267,0.9927785065947992,8.661014408664295,0.9736419634847276,7.989320991033679,1.189673749794719,8.071503626877854,1.1828472957380174,8.952610575037708,0.9155021558412886,7.8509575549800745,1.1627497081701765,8.43562178706772,1.149536927606958,8.188000554338856,1.019479622606136,8.059376336189391,1.003662321582997,8.415355466039843,0.8995138542738691,8.410790284226424,1.056825924744084,8.790830662707672,0.9709343216188524,9.156278977415024,0.8960691658514212,8.119581297119296,1.1065156749855505,8.072799346592648,1.326599750185245,8.772206540364335,1.1478590021273702,9.084133351397462,0.9914636553755068,8.576715575973154,1.1417745930155077,7.977837031812959,1.1269752551882848,8.952932728974604,0.9515864611182705,8.160583660528472,0.9811566924895686,8.460794615667067,0.8459724806755824,7.8713600688587055,1.0310803683033147,8.70615335345056,1.0445829205282426,8.620266977839805,1.0260280848891594,8.918279218261134,1.1251992500394772,9.10889623971174
1.4079911470573154,8.70085708590184,1.3312570020744978,8.660586737378285,1.2705628253971564,7.932443350994888,1.454029454508809,8.772951834092845,1.4501378422924807,7.982388608089391,1.3533156765672463,8.557861359719748,1.2713553008260177,8.669419914711101,1.2546195578304244,8.032294374290384,1.0909788932420734,8.082788910537706,1.2487224272423156,9.056372580434138,1.4303420794723862,7.8599784063250535,1.4758302506326824,8.302591004481476,1.3225731892173458,8.124027558490862,1.3460778664481243,8.199744077650191,1.3001304027209468,8.543983678474103,1.2828504019099256,8.383367848954016,1.4358810185876192,8.759509623658127,1.554704203740825,9.15798755224385,1.3082852289221139,8.081818657201168,1.298939779675948,8.193688435401276,1.3365897607699178,8.871528339905044,1.367923966687769,9.072358453088285,1.3442989094706783,8.702755791404229,1.2720340793538276,8.00733420684428,1.514623388216231,8.990919844074046,1.2359276412912872,8.256262628109242,1.1605577413820813,8.430269182597272,1.2976536152343006,7.886652404790474,1.3806224036230998,8.566121329055402,1.443174256643879,8.552711033998476,1.3296228115421418,8.96324136679858,1.471178242478213,9.035747060011083
1.7028105004467327,8.732479386979676,1.6565028784642102,8.691416219848005,1.5341533444915483,7.9084482282631505,1.6530947636842137,8.734277835710753,1.407019505037193,8.06051578004353,1.7282824615417756,8.526971695551657,1.6064942565005444,8.595237477768364,1.61598892956441,8.01886051221913,1.5794169375686788,8.085869966999326,1.6347925441982825,9.075373423204239,1.410434072835347,7.809070369326223,1.4482242303135318,8.343493385038748,1.5988669742472335,8.060887777398237,1.4774293186168406,8.098559251418237,1.6020396698936905,8.42602779216047,1.6482620141450004,8.447013422155745,1.6617859230143144,8.844940447981399,1.7549165671501623,9.171316842040143,1.5896326900664357,8.092742041413686,1.637514478380181,8.07712065097196,1.5915519788663,8.825772254087926,1.7928911117128459,9.071361700628804,1.6551531650992861,8.562725350033826,1.5871851383203048,8.027484378882923,1.757175908825705,8.990135894141535,1.5956335431811732,8.279551865527296,1.675885677900967,8.373454633983924,1.5338762629849214,7.917152300588039,1.5607428263819094,8.627398196428455,1.5806833504298692,8.748061731415191,1.7028382285128119,8.987516408553805,1.6902045259557636,8.976569547160672
2.064697190934119,8.706249427237086,1.9702898084914138,8.685363598129408,1.714946207697078,8.07832119445476,1.8953985542393148,8.74781253836051,1.6047243542123644,7.919983586235378,1.8352315269268886,8.516529869579351,2.084546111033737,8.649827112016737,1.765308557478662,7.863943054771092,1.7345465450804172,8.147348279561024,1.8685315542646506,9.076884194998886,1.6945601513432575,7.808349628022215,1.75901430162532,8.319690478338776,1.7664481055038717,8.085700723355238,1.7940889678597267,8.183660114107415,1.7987443863709418,8.483019234168047,1.7715543620629566,8.35050714428066,1.895221544093193,8.820935136067947,2.0791710127247445,9.049450660020893,1.6929691595535443,7.955343436225128,1.7288324530741193,8.113445667413224,1.8936947903289478,8.832487564061836,1.9958728629275846,9.110686302558575,1.958620970967243,8.656316755069799,1.88674677528137,8.054665680587277,1.9818082744904022,9.006083466288867,1.8189230817103246,8.382896843248421,2.0002827535819034,8.496094274054494,1.6933246424588662,7.967397829579308,1.7996015214771803,8.649647172819103,1.7376477200698635,8.589968539768487,1.9521529364459742,9.075483323242072,1.951592573309851,9.026302469598019
2.300825275667651,8.621907813468807,2.347509201111186,8.733225297058754,1.960592929735011,7.96612302857508,2.1653057706463086,8.846932650904945,2.0338590183195757,8.041875200131079,2.2179020966829177,8.472057015829801,2.215462500622604,8.660637323564913,2.0243424191974078,7.958644073628269,2.147983100789611,8.122727260191587,2.1191967915919654,8.908158360436326,1.9631509623620158,7.9368707469424,2.006063776813718,8.288409994002336,1.9955875212021343,8.238756127384542,2.096362396834136,8.156149570116094,2.137521699683545,8.462411751820557,2.1201105011020465,8.436266870911997,2.32478443204292,8.688522057529406,2.4946344478214506,9.017255568961131,2.092249296116621,8.08857333706224,2.1039830905462567,8.177324545610155,2.213727423922287,8.832278869950484,2.2226271960176165,9.01998611097916,2.1192617992272162,8.659273839447167,2.020563936515486,7.9997096819247915,2.269174298600826,9.149671423652412,2.0355474389513213,8.254404102133194,1.9492076750033378,8.365989090339477,1.8963171064175943,7.849540784519219,2.1477925362587236,8.69193723306432,2.247234231701393,8.707954673424869,2.24810634774617,9.010161578478515,2.2882772828492706,9.045011168162041
2.53346274847596,8.70019320511297,2.429560672726213,8.669393791758605,2.1589794909032953,7.94347801995898,2.521124454102728,8.751597440885732,2.112808739464036,8.028699923050267,2.5651731208334647,8.523683843728046,2.587419936698076,8.64300992114014,2.3185597465936207,7.97302783961315,2.338169300603437,8.060270430859996,2.5225357624270353,9.054143510549894,2.296575085544794,7.849011855701035,2.157747474989756,8.334088370738762,2.4413410930550183,8.179774537148328,2.3896359879739495,8.195123914012386,2.3945321170112734,8.508257957321042,2.3650445679805623,8.425543640572123,2.4291190174834902,8.79105852180298,2.7644118340508097,9.091060067196478,2.241391737836845,8.03038435082715,2.1130053896135883,8.160951316269697,2.326233896720315,8.803397935721204,2.694005756472859,9.03525957927796,2.4164184024006397,8.645787196930991,2.1362302349866704,8.17074100180031,2.3962937012538514,9.006087718129855,2.4132644138735486,8.28125101113247,2.177746947081228,8.333095545884662,2.3914295439247444,7.94906067189362,2.4152582940030665,8.647949310919026,2.3411211994250594,8.621471152704377,2.5817590537974815,8.95057080927247,2.582697548887019,9.023730370335512
2.6500897069202325,8.666102372888949,2.7642186257711727,8.734870748358967,2.494768937672159,7.965688368860201,2.651436951913129,8.700853551925443,2.6603073238757173,8.021637558916924,2.712931375133391,8.550163046217119,2.69697092984908,8.650295273834699,2.5413314952028663,7.934327917000272,2.6962645011796567,8.117378429618363,2.8489493212096995,8.912051977491672,2.5676318005451484,7.871458261533808,2.5203153172160255,8.330470722323572,2.625952948880551,8.16094440487729,2.591230178040891,8.276246696865037,2.80612424300941,8.58670156622844,2.6478424574791584,8.461089352107447,2.7938241407067035,8.808106605377102,2.98532203629453,9.108561980859305,2.5262856292917744,8.141366322131226,2.608509062159158,8.105171003738572,2.63508545641996,8.825382366188359,2.8680755749580675,9.064887998608661,2.8365657422075854,8.675573282385894,2.4412636919459523,8.153202301119444,3.0327130155946223,9.056581277411269,2.598129544653737,8.224979827213868,2.6877918537023175,8.4350167779037,2.529174144421564,7.9511821191491725,2.6015839753477397,8.706236703821931,2.84588495851892,8.655639067860067,2.7521569711941343,9.037368755028288,3.112715044057446,8.950125030410575
2.8805615364656365,8.699313168073008,3.0462550574842457,8.688000059151976,2.6922200151830284,7.966679231533263,3.0517545643717723,8.788742553410357,2.815910265423194,7.986364134771483,3.1090584759709627,8.45067168368054,2.9243926967605116,8.564514864384064,2.5624148834857103,7.951494044579773,2.876642768084296,8.10940134144312,3.0624907019852206,9.045033847247629,2.7355807907517806,7.952300166870793,2.925530485372735,8.318881041010057,2.8965752490284338,8.05912990927395,2.808839175958248,8.038408071673286,3.0083201951047522,8.553613245127346,2.8544165661864334,8.495367323560837,2.875508222750333,8.806970325021785,3.0780338031543186,9.138217658595515,3.027792474415744,8.154885666710511,2.8441874242136422,8.151343436039978,3.2479387401549427,8.784416156569366,3.285538585811631,9.094402930354656,3.081696744468785,8.64787757375326,2.8553884603722794,8.04685438895385,3.108473554992744,8.949141736586219,2.933644825804049,8.202750454932623,2.9038893290141536,8.373889501801825,2.6262565492514898,7.878479648796495,3.0386469376185796,8.605897893435474,3.045434976311616,8.630064806308546,3.125317062070529,9.036972056266631,3.157542136952799,9.046859629361494
3.3342093459694366,8.731833843834007,3.1318662028921946,8.66131770207081,3.082992408015655,7.9860460251520085,3.457698864600079,8.882485589671633,2.969108257360245,8.032031509117019,3.2430245733917746,8.541721749525806,3.253759017551239,8.607373429063562,3.0805485878024306,7.900300094510535,3.3137246647556307,8.195681318101101,3.402423301196869,9.019460313204977,2.876043176392782,7.884390303064958,3.094323928381253,8.324000707620337,3.3392972373826777,8.192354205371444,3.0668119757695433,8.165876455798106,3.035501865535074,8.561150013859613,3.3980258545504025,8.419369786052231,3.099423721145554,8.78184925924687,3.515109589116769,9.161795305084175,3.114576595160338,8.121261229748464,3.0746220109073654,8.07906779117092,3.4699395837024634,8.886810790074792,3.44090940514249,9.09436215287504,3.511407044270115,8.560414964767144,3.1067086972874867,8.054892568588363,3.3293779672450965,9.033856487725373,3.0685363985590812,8.222736506627683,3.1617509700291686,8.477608397464389,3.0983924688903803,8.013613866118929,3.329986182064134,8.65181583776591,3.2635554057762834,8.53415835466123,3.235798890403846,8.971267009825953,3.5065780330297898,8.90898803750767
3.6974916212712117,8.683013740639824,3.6576946278860674,8.631481658938162,3.172124119460726,7.972254824808699,3.5879952167017306,8.792480222327477,3.397790483345905,8.01173558986143,3.5569085793500275,8.480164332224605,3.626384148682745,8.629358439460365,3.4352595062522067,7.982006155213066,3.4166576213370035,8.16840030898012,3.643036075027148,9.080007263334167,3.1706727487186672,7.942414098385857,3.525373016527414,8.361210364451194,3.4167157631536966,8.142053789240219,3.2822850825023666,8.163620878769876,3.4325107297415696,8.424863295680922,3.339848308234102,8.329270101396801,3.638570396438039,8.719783894263976,3.6589085741073957,9.143919098927336,3.4073814217971385,8.154853097974314,3.441213003531843,8.135625830359231,3.5050776103472825,8.904777729351236,3.737285855269663,9.013537083245557,3.7002184074252047,8.637505388773807,3.310910550744826,8.151729772111327,3.584950738884672,8.875960545649912,3.3102676170098273,8.330604733189729,3.3996556657620833,8.426968624348124,3.3146395677439684,7.877356806451794,3.491173174866908,8.548210775410334,3.5723502783208185,8.72165445897622,3.670019301469323,9.04748343308048,3.495789913030295,8.934870494488978
3.880610292197751,8.755312955211835,3.92168218218428,8.674613654502535,3.4973564663433487,7.929676754561113,4.005342630159392,8.762682416936293,3.483567661198577,7.9814238311437,3.7817359375836657,8.503963025326154,3.833913456735055,8.70054660159926,3.4768109657257016,7.918549447290574,3.7368296703556307,8.126565196943803,3.9234510352891427,8.966037008636889,3.5175845881104837,7.92606250084981,3.7149142102583266,8.362947128299098,3.5118509698889113,8.196041330895685,3.474512823087437,8.204702107232125,3.809059480741878,8.503244699053505,3.855361824270005,8.358753952011591,3.9830430128935084,8.78194880559611,4.0761163193347345,9.058358762478337,3.721131986085231,8.059075874433724,3.4407953779025355,8.049697061551708,4.006115882428442,8.88498942609312,4.044045554161436,9.043165654628172,3.9112865987524392,8.700001185937623,3.5445939789251506,8.109276645780273,3.8163710093782965,9.015087794836901,3.7060517627123746,8.19856045495737,3.7248457360416514,8.474497348688923,3.3614808300621806,8.002836705188448,3.7741212162253617,8.597392063081857,3.9558524257931276,8.52287700415367,3.8942143733755694,9.08634191667771,3.921427276637136,9.02884218878585
4.174280961519119,8.670152614366023,4.166905801427809,8.64951008599627,3.839839275481117,7.982675508098707,4.066095435715517,8.992924291836973,3.8740169287074044,7.97921407119758,4.051311129405166,8.504849653514169,4.118432706286116,8.65362159046209,3.936039992496717,7.928982283600846,3.943346078161362,8.080577072223193,4.4551326136349,8.963263927231452,3.7314522822859586,7.832550371255496,3.9310935032969527,8.319853283579853,3.7827559736366085,8.183109176911662,3.877642095336968,8.114476491097538,3.9428706219911134,8.503015913827477,3.8852638032402385,8.426897154370694,4.044268946124961,8.75283704621049,4.292756691499095,9.156507080939459,3.8850906308537017,8.075840779463096,3.860103068929102,8.145995376201803,4.253059945271729,8.88669691584922,4.286789984408673,9.119748430982964,4.072007948329337,8.58949480311109,3.973377043163563,8.057951270477572,4.262612940387061,9.023894345266413,3.9760889974567286,8.134280634936216,3.7997793986082344,8.453207782594726,3.6408056437315914,7.828408807879897,4.076190930599468,8.606888498902117,4.047273133949666,8.622609976971793,4.134962877526,9.050164180308041,4.272815434253233,8.987993369304375
